"id_candidato";"theta_gerado";"theta_estimado";"se_theta";"acertos";"percentual";"nota_enamed";"classificacao"
404;0,0341;-0,202;0,2055;54;54;48;"REPROVADO"
405;-0,4035;-0,454;0,2047;48;48;45,5;"REPROVADO"
406;-0,6967;-0,7066;0,206;42;42;42,9;"REPROVADO"
407;-0,0018;0,1864;0,2108;63;63;51,9;"REPROVADO"
408;0,457;0,6061;0,2222;72;72;56,1;"REPROVADO"
409;1,0299;0,9739;0,2373;79;79;59,7;"REPROVADO"
410;-1,3317;-1,0093;0,2104;35;35;39,9;"REPROVADO"
411;-0,4901;-0,6642;0,2056;43;43;43,4;"REPROVADO"
412;-0,2174;-0,3282;0,2049;51;51;46,7;"REPROVADO"
413;-1,1601;-1,1439;0,2134;32;32;38,6;"REPROVADO"
414;-0,5236;-0,454;0,2047;48;48;45,5;"REPROVADO"
415;-0,5423;-0,9652;0,2096;36;36;40,3;"REPROVADO"
416;-0,5041;-0,2442;0,2052;53;53;47,6;"REPROVADO"
417;-1,5268;-1,3783;0,2201;27;27;36,2;"REPROVADO"
418;0,1487;0,2761;0,2128;65;65;52,8;"REPROVADO"
419;-0,4409;-0,5799;0,2051;45;45;44,2;"REPROVADO"
420;1,0603;0,8637;0,2323;77;77;58,6;"REPROVADO"
421;0,555;0,557;0,2206;71;71;55,6;"REPROVADO"
422;-1,0139;-0,878;0,2081;38;38;41,2;"REPROVADO"
423;0,0685;0,3675;0,215;67;67;53,7;"REPROVADO"
424;-0,4143;-0,3702;0,2047;50;50;46,3;"REPROVADO"
425;0,6194;0,3675;0,215;67;67;53,7;"REPROVADO"
426;0,0369;-0,0746;0,2067;57;57;49,3;"REPROVADO"
427;-0,3886;-0,454;0,2047;48;48;45,5;"REPROVADO"
428;0,3056;0,231;0,2117;64;64;52,3;"REPROVADO"
429;0,1063;0,414;0,2163;68;68;54,1;"REPROVADO"
430;-0,115;0,0982;0,2092;61;61;51;"REPROVADO"
431;1,4086;1,2105;0,2496;83;83;62,1;"LIMITE"
432;-0,3694;0,1421;0,21;62;62;51,4;"REPROVADO"
433;-0,3285;0,0546;0,2085;60;60;50,5;"REPROVADO"
434;-1,0784;-0,8348;0,2075;39;39;41,7;"REPROVADO"
435;-0,0284;0,1864;0,2108;63;63;51,9;"REPROVADO"
436;0,6208;0,4611;0,2176;69;69;54,6;"REPROVADO"
437;-1,4448;-1,2828;0,2171;29;29;37,2;"REPROVADO"
438;-0,1746;0,1421;0,21;62;62;51,4;"REPROVADO"
439;-0,8243;-0,9652;0,2096;36;36;40,3;"REPROVADO"
440;1,0055;0,7579;0,2279;75;75;57,6;"REPROVADO"
441;0,9469;0,7579;0,2279;75;75;57,6;"REPROVADO"
442;0,2332;-0,0746;0,2067;57;57;49,3;"REPROVADO"
443;0,9968;1,2737;0,2533;84;84;62,7;"LIMITE"
444;-0,6051;-0,6642;0,2056;43;43;43,4;"REPROVADO"
445;0,6629;0,6061;0,2222;72;72;56,1;"REPROVADO"
446;-0,4082;-0,7491;0,2064;41;41;42,5;"REPROVADO"
447;0,2237;0,2761;0,2128;65;65;52,8;"REPROVADO"
448;-0,209;-0,0746;0,2067;57;57;49,3;"REPROVADO"
449;-0,1944;-0,3702;0,2047;50;50;46,3;"REPROVADO"
450;0,3807;0,6061;0,2222;72;72;56,1;"REPROVADO"
451;-0,9095;-0,5799;0,2051;45;45;44,2;"REPROVADO"
452;-0,1751;-0,2862;0,205;52;52;47,1;"REPROVADO"
453;0,1191;-0,0746;0,2067;57;57;49,3;"REPROVADO"
454;-0,2815;-0,1597;0,2058;55;55;48,4;"REPROVADO"
455;0,0729;0,1864;0,2108;63;63;51,9;"REPROVADO"
456;-0,2225;-0,0318;0,2072;58;58;49,7;"REPROVADO"
457;1,1286;0,9739;0,2373;79;79;59,7;"REPROVADO"
458;0,498;0,557;0,2206;71;71;55,6;"REPROVADO"
459;2,0684;1,6224;0,2762;89;89;66,2;"LIMITE"
460;-0,5547;-0,7066;0,206;42;42;42,9;"REPROVADO"
461;0,5678;0,6061;0,2222;72;72;56,1;"REPROVADO"
462;1,4631;1,2105;0,2496;83;83;62,1;"LIMITE"
463;0,2098;0,2761;0,2128;65;65;52,8;"REPROVADO"
464;-0,7555;-0,7491;0,2064;41;41;42,5;"REPROVADO"
465;-0,702;-0,454;0,2047;48;48;45,5;"REPROVADO"
466;-0,0248;-0,202;0,2055;54;54;48;"REPROVADO"
467;0,9129;0,8103;0,23;76;76;58,1;"REPROVADO"
468;0,5232;0,7579;0,2279;75;75;57,6;"REPROVADO"
469;-1,4916;-1,1897;0,2145;31;31;38,1;"REPROVADO"
470;-0,4886;-0,4959;0,2048;47;47;45;"REPROVADO"
471;-0,0065;0,0982;0,2092;61;61;51;"REPROVADO"
472;-1,0171;-0,7491;0,2064;41;41;42,5;"REPROVADO"
473;0,4843;0,3675;0,215;67;67;53,7;"REPROVADO"
474;-1,7168;-1,6305;0,2296;22;22;33,7;"REPROVADO"
475;0,0998;-0,1597;0,2058;55;55;48,4;"REPROVADO"
476;-0,273;-0,4121;0,2047;49;49;45,9;"REPROVADO"
477;-0,3427;-0,2862;0,205;52;52;47,1;"REPROVADO"
478;-0,198;-0,0746;0,2067;57;57;49,3;"REPROVADO"
479;0,2194;0,0546;0,2085;60;60;50,5;"REPROVADO"
480;0,2763;0,2761;0,2128;65;65;52,8;"REPROVADO"
481;-0,1575;-0,1597;0,2058;55;55;48,4;"REPROVADO"
482;-1,3427;-1,1897;0,2145;31;31;38,1;"REPROVADO"
483;-1,0039;-0,9652;0,2096;36;36;40,3;"REPROVADO"
484;-1,0252;-1,0986;0,2123;33;33;39;"REPROVADO"
485;0,5312;0,5087;0,219;70;70;55,1;"REPROVADO"
486;-0,1701;-0,202;0,2055;54;54;48;"REPROVADO"
487;0,1879;0,2761;0,2128;65;65;52,8;"REPROVADO"
488;-1,0874;-0,7919;0,2069;40;40;42,1;"REPROVADO"
489;-0,3737;0,0113;0,2078;59;59;50,1;"REPROVADO"
490;0,3921;0,414;0,2163;68;68;54,1;"REPROVADO"
491;-0,1245;0,414;0,2163;68;68;54,1;"REPROVADO"
492;-0,0804;0,3215;0,2138;66;66;53,2;"REPROVADO"
493;-0,0504;0,0982;0,2092;61;61;51;"REPROVADO"
494;0,8444;0,7064;0,2259;74;74;57,1;"REPROVADO"
495;-0,429;-0,4121;0,2047;49;49;45,9;"REPROVADO"
496;0,4714;0,414;0,2163;68;68;54,1;"REPROVADO"
497;0,6266;0,6061;0,2222;72;72;56,1;"REPROVADO"
498;-0,8296;-0,3282;0,2049;51;51;46,7;"REPROVADO"
499;0,0844;-0,202;0,2055;54;54;48;"REPROVADO"
500;-0,008;0,231;0,2117;64;64;52,3;"REPROVADO"
501;0,7176;0,5087;0,219;70;70;55,1;"REPROVADO"
502;0,6379;0,557;0,2206;71;71;55,6;"REPROVADO"
503;-0,0019;0,0113;0,2078;59;59;50,1;"REPROVADO"
504;0,0947;-0,1172;0,2062;56;56;48,8;"REPROVADO"
505;-0,5024;-0,7919;0,2069;40;40;42,1;"REPROVADO"
506;-0,1383;-0,2442;0,2052;53;53;47,6;"REPROVADO"
507;-0,718;-0,7066;0,206;42;42;42,9;"REPROVADO"
508;-0,6745;-0,2862;0,205;52;52;47,1;"REPROVADO"
509;-0,8516;-0,6642;0,2056;43;43;43,4;"REPROVADO"
510;0,5831;0,231;0,2117;64;64;52,3;"REPROVADO"
511;0,7775;0,3675;0,215;67;67;53,7;"REPROVADO"
512;-0,2882;-0,202;0,2055;54;54;48;"REPROVADO"
513;-0,7876;-0,202;0,2055;54;54;48;"REPROVADO"
514;-0,0615;0,0982;0,2092;61;61;51;"REPROVADO"
515;1,5635;1,6224;0,2762;89;89;66,2;"LIMITE"
516;1,4236;0,9739;0,2373;79;79;59,7;"REPROVADO"
517;-1,1996;-0,9214;0,2088;37;37;40,8;"REPROVADO"
518;-0,2491;-0,1172;0,2062;56;56;48,8;"REPROVADO"
519;1,0692;0,9182;0,2347;78;78;59,2;"REPROVADO"
520;-0,0268;0,0113;0,2078;59;59;50,1;"REPROVADO"
521;1,114;1,2105;0,2496;83;83;62,1;"LIMITE"
522;-0,2328;-0,2862;0,205;52;52;47,1;"REPROVADO"
523;0,4218;0,557;0,2206;71;71;55,6;"REPROVADO"
524;0,1563;0,0982;0,2092;61;61;51;"REPROVADO"
525;2,252;1,6224;0,2762;89;89;66,2;"LIMITE"
526;0,6418;0,5087;0,219;70;70;55,1;"REPROVADO"
527;-0,8416;-1,0093;0,2104;35;35;39,9;"REPROVADO"
528;-0,4213;-0,2862;0,205;52;52;47,1;"REPROVADO"
529;0,2581;0,0982;0,2092;61;61;51;"REPROVADO"
530;-1,326;-1,2828;0,2171;29;29;37,2;"REPROVADO"
531;-1,2586;-1,0093;0,2104;35;35;39,9;"REPROVADO"
532;-0,7826;-0,7919;0,2069;40;40;42,1;"REPROVADO"
533;-0,2428;-0,3282;0,2049;51;51;46,7;"REPROVADO"
534;0,8639;0,9182;0,2347;78;78;59,2;"REPROVADO"
535;-0,1914;-0,202;0,2055;54;54;48;"REPROVADO"
536;0,1131;-0,0318;0,2072;58;58;49,7;"REPROVADO"
537;-0,0452;0,0982;0,2092;61;61;51;"REPROVADO"
538;-0,492;-0,622;0,2053;44;44;43,8;"REPROVADO"
539;0,9499;0,6558;0,224;73;73;56,6;"REPROVADO"
540;-0,7649;-0,6642;0,2056;43;43;43,4;"REPROVADO"
541;-0,1595;-0,3702;0,2047;50;50;46,3;"REPROVADO"
542;-0,2427;-0,2442;0,2052;53;53;47,6;"REPROVADO"
543;0,371;0,6061;0,2222;72;72;56,1;"REPROVADO"
544;1,1208;1,2737;0,2533;84;84;62,7;"LIMITE"
545;0,3582;0,4611;0,2176;69;69;54,6;"REPROVADO"
546;0,964;0,7579;0,2279;75;75;57,6;"REPROVADO"
547;0,5321;0,7579;0,2279;75;75;57,6;"REPROVADO"
548;-0,4358;-0,4121;0,2047;49;49;45,9;"REPROVADO"
549;0,0567;0,1864;0,2108;63;63;51,9;"REPROVADO"
550;0,9596;0,9182;0,2347;78;78;59,2;"REPROVADO"
551;-1,0891;-1,1439;0,2134;32;32;38,6;"REPROVADO"
552;0,2264;0,0113;0,2078;59;59;50,1;"REPROVADO"
553;-0,1095;0,0982;0,2092;61;61;51;"REPROVADO"
554;0,6121;0,6558;0,224;73;73;56,6;"REPROVADO"
555;0,5231;0,6061;0,2222;72;72;56,1;"REPROVADO"
556;0,2098;-0,1172;0,2062;56;56;48,8;"REPROVADO"
557;1,041;0,8637;0,2323;77;77;58,6;"REPROVADO"
558;-1,0641;-0,9214;0,2088;37;37;40,8;"REPROVADO"
559;0,635;0,231;0,2117;64;64;52,3;"REPROVADO"
560;-1,1018;-1,0537;0,2113;34;34;39,5;"REPROVADO"
561;0,4098;0,6558;0,224;73;73;56,6;"REPROVADO"
562;0,0624;0,1864;0,2108;63;63;51,9;"REPROVADO"
563;0,6745;0,557;0,2206;71;71;55,6;"REPROVADO"
564;0,0548;0,3215;0,2138;66;66;53,2;"REPROVADO"
565;-1,0942;-1,0093;0,2104;35;35;39,9;"REPROVADO"
566;-1,4005;-0,878;0,2081;38;38;41,2;"REPROVADO"
567;0,3772;0,1864;0,2108;63;63;51,9;"REPROVADO"
568;-0,0513;-0,0746;0,2067;57;57;49,3;"REPROVADO"
569;-0,3984;-0,202;0,2055;54;54;48;"REPROVADO"
570;-0,2171;-0,1172;0,2062;56;56;48,8;"REPROVADO"
571;-0,4684;-0,4121;0,2047;49;49;45,9;"REPROVADO"
572;-0,1099;-0,0318;0,2072;58;58;49,7;"REPROVADO"
573;-0,6497;-0,7491;0,2064;41;41;42,5;"REPROVADO"
574;-1,3832;-1,6305;0,2296;22;22;33,7;"REPROVADO"
575;-0,1533;-0,1172;0,2062;56;56;48,8;"REPROVADO"
576;0,7289;0,8103;0,23;76;76;58,1;"REPROVADO"
577;1,3092;1,0892;0,243;81;81;60,9;"LIMITE"
578;0,0017;0,1421;0,21;62;62;51,4;"REPROVADO"
579;-0,0564;-0,1597;0,2058;55;55;48,4;"REPROVADO"
580;0,6715;0,7064;0,2259;74;74;57,1;"REPROVADO"
581;0,0372;-0,1172;0,2062;56;56;48,8;"REPROVADO"
582;-0,3035;-0,2442;0,2052;53;53;47,6;"REPROVADO"
583;-1,2118;-0,9214;0,2088;37;37;40,8;"REPROVADO"
584;-0,8815;-0,5379;0,2049;46;46;44,6;"REPROVADO"
585;0,2832;0,231;0,2117;64;64;52,3;"REPROVADO"
586;-1,0182;-0,7919;0,2069;40;40;42,1;"REPROVADO"
587;0,7311;0,8103;0,23;76;76;58,1;"REPROVADO"
588;-0,9392;-0,9652;0,2096;36;36;40,3;"REPROVADO"
589;-0,1351;-0,3702;0,2047;50;50;46,3;"REPROVADO"
590;-0,0018;-0,0318;0,2072;58;58;49,7;"REPROVADO"
591;-0,0091;-0,1172;0,2062;56;56;48,8;"REPROVADO"
592;0,1058;0,0982;0,2092;61;61;51;"REPROVADO"
593;0,4173;0,557;0,2206;71;71;55,6;"REPROVADO"
594;-0,0882;0,0113;0,2078;59;59;50,1;"REPROVADO"
595;-0,1735;-0,2442;0,2052;53;53;47,6;"REPROVADO"
596;0,1117;0,3215;0,2138;66;66;53,2;"REPROVADO"
597;-0,3026;-0,2862;0,205;52;52;47,1;"REPROVADO"
598;1,0721;0,8637;0,2323;77;77;58,6;"REPROVADO"
599;-1,5138;-0,9214;0,2088;37;37;40,8;"REPROVADO"
600;0,7161;0,7064;0,2259;74;74;57,1;"REPROVADO"
601;-0,1734;-0,0318;0,2072;58;58;49,7;"REPROVADO"
602;0,2944;0,3215;0,2138;66;66;53,2;"REPROVADO"
603;0,6887;0,6061;0,2222;72;72;56,1;"REPROVADO"
604;0,5826;0,6558;0,224;73;73;56,6;"REPROVADO"
605;-0,4608;-0,5799;0,2051;45;45;44,2;"REPROVADO"
606;1,0907;0,8637;0,2323;77;77;58,6;"REPROVADO"
607;-1,1321;-0,5799;0,2051;45;45;44,2;"REPROVADO"
608;0,6024;0,5087;0,219;70;70;55,1;"REPROVADO"
609;-0,357;-0,2862;0,205;52;52;47,1;"REPROVADO"
610;-1,3374;-0,9214;0,2088;37;37;40,8;"REPROVADO"
611;-1,3015;-1,0093;0,2104;35;35;39,9;"REPROVADO"
612;0,1709;-0,0318;0,2072;58;58;49,7;"REPROVADO"
613;1,5507;1,2737;0,2533;84;84;62,7;"LIMITE"
614;0,1905;0,0546;0,2085;60;60;50,5;"REPROVADO"
615;0,7885;0,8637;0,2323;77;77;58,6;"REPROVADO"
616;0,5848;0,3215;0,2138;66;66;53,2;"REPROVADO"
617;-0,4567;-0,1172;0,2062;56;56;48,8;"REPROVADO"
618;0,6652;0,557;0,2206;71;71;55,6;"REPROVADO"
619;0,246;-0,1597;0,2058;55;55;48,4;"REPROVADO"
620;0,144;0,0113;0,2078;59;59;50,1;"REPROVADO"
621;0,6981;0,7579;0,2279;75;75;57,6;"REPROVADO"
622;0,5212;0,2761;0,2128;65;65;52,8;"REPROVADO"
623;-0,4371;-0,3282;0,2049;51;51;46,7;"REPROVADO"
624;0,2755;0,3215;0,2138;66;66;53,2;"REPROVADO"
625;-0,6224;-0,7491;0,2064;41;41;42,5;"REPROVADO"
626;0,4398;0,414;0,2163;68;68;54,1;"REPROVADO"
627;-0,3019;-0,3282;0,2049;51;51;46,7;"REPROVADO"
628;0,3152;0,557;0,2206;71;71;55,6;"REPROVADO"
629;0,2565;0,5087;0,219;70;70;55,1;"REPROVADO"
630;-0,1887;-0,0318;0,2072;58;58;49,7;"REPROVADO"
631;0,3245;0,3675;0,215;67;67;53,7;"REPROVADO"
632;0,4004;0,557;0,2206;71;71;55,6;"REPROVADO"
633;-0,161;-0,2442;0,2052;53;53;47,6;"REPROVADO"
634;0,8174;1,406;0,2614;86;86;64,1;"LIMITE"
635;0,9712;0,7064;0,2259;74;74;57,1;"REPROVADO"
636;-0,4618;-0,3702;0,2047;50;50;46,3;"REPROVADO"
637;-0,5423;-0,2862;0,205;52;52;47,1;"REPROVADO"
638;0,358;0,3675;0,215;67;67;53,7;"REPROVADO"
639;-0,6371;-0,2442;0,2052;53;53;47,6;"REPROVADO"
640;-0,3136;-0,454;0,2047;48;48;45,5;"REPROVADO"
641;0,5599;0,6558;0,224;73;73;56,6;"REPROVADO"
642;-0,4001;-0,0746;0,2067;57;57;49,3;"REPROVADO"
643;-1,3449;-1,236;0,2158;30;30;37,6;"REPROVADO"
644;0,4632;0,0113;0,2078;59;59;50,1;"REPROVADO"
645;-1,1178;-1,0537;0,2113;34;34;39,5;"REPROVADO"
646;-0,9449;-0,7066;0,206;42;42;42,9;"REPROVADO"
647;-2,105;-1,6305;0,2296;22;22;33,7;"REPROVADO"
648;0,5796;0,414;0,2163;68;68;54,1;"REPROVADO"
649;0,175;0,4611;0,2176;69;69;54,6;"REPROVADO"
650;0,3223;0,5087;0,219;70;70;55,1;"REPROVADO"
651;0,5891;0,8637;0,2323;77;77;58,6;"REPROVADO"
652;-0,0294;0,414;0,2163;68;68;54,1;"REPROVADO"
653;-0,7712;-0,622;0,2053;44;44;43,8;"REPROVADO"
654;0,3931;0,231;0,2117;64;64;52,3;"REPROVADO"
655;0,9089;0,9739;0,2373;79;79;59,7;"REPROVADO"
656;-1,0465;-0,7491;0,2064;41;41;42,5;"REPROVADO"
657;-0,4235;-0,5379;0,2049;46;46;44,6;"REPROVADO"
658;-0,204;-0,3702;0,2047;50;50;46,3;"REPROVADO"
659;-0,8996;-0,878;0,2081;38;38;41,2;"REPROVADO"
660;0,484;0,1864;0,2108;63;63;51,9;"REPROVADO"
661;-0,418;-0,7919;0,2069;40;40;42,1;"REPROVADO"
662;0,8765;0,7064;0,2259;74;74;57,1;"REPROVADO"
663;0,0372;0,0113;0,2078;59;59;50,1;"REPROVADO"
664;0,5077;0,557;0,2206;71;71;55,6;"REPROVADO"
665;1,0887;1,149;0,2462;82;82;61,5;"LIMITE"
666;0,1851;0,1421;0,21;62;62;51,4;"REPROVADO"
667;0,7508;0,7579;0,2279;75;75;57,6;"REPROVADO"
668;0,1468;0,0982;0,2092;61;61;51;"REPROVADO"
669;-1,0545;-1,0537;0,2113;34;34;39,5;"REPROVADO"
670;0,0155;0,0113;0,2078;59;59;50,1;"REPROVADO"
671;0,5007;0,4611;0,2176;69;69;54,6;"REPROVADO"
672;0,3412;0,4611;0,2176;69;69;54,6;"REPROVADO"
673;-0,1214;-0,1597;0,2058;55;55;48,4;"REPROVADO"
674;-0,8494;-0,8348;0,2075;39;39;41,7;"REPROVADO"
675;0,4507;0,557;0,2206;71;71;55,6;"REPROVADO"
676;-0,6393;-0,454;0,2047;48;48;45,5;"REPROVADO"
677;-0,8732;-0,878;0,2081;38;38;41,2;"REPROVADO"
678;0,4148;0,0982;0,2092;61;61;51;"REPROVADO"
679;-0,86;-0,3282;0,2049;51;51;46,7;"REPROVADO"
680;0,1703;0,6061;0,2222;72;72;56,1;"REPROVADO"
681;0,0018;0,0982;0,2092;61;61;51;"REPROVADO"
682;-0,9265;-0,7491;0,2064;41;41;42,5;"REPROVADO"
683;0,8226;1,0308;0,2401;80;80;60,3;"LIMITE"
684;-0,4136;-0,4121;0,2047;49;49;45,9;"REPROVADO"
685;0,8368;0,7064;0,2259;74;74;57,1;"REPROVADO"
686;-0,3315;-0,5379;0,2049;46;46;44,6;"REPROVADO"
687;-0,4012;-0,3282;0,2049;51;51;46,7;"REPROVADO"
688;-0,0219;-0,202;0,2055;54;54;48;"REPROVADO"
689;-0,2499;-0,2862;0,205;52;52;47,1;"REPROVADO"
690;-0,2489;0,0546;0,2085;60;60;50,5;"REPROVADO"
691;-0,6123;-0,7919;0,2069;40;40;42,1;"REPROVADO"
692;-0,8461;-0,7066;0,206;42;42;42,9;"REPROVADO"
693;0,4276;0,231;0,2117;64;64;52,3;"REPROVADO"
694;-0,5624;-0,454;0,2047;48;48;45,5;"REPROVADO"
695;-0,9602;-1,0986;0,2123;33;33;39;"REPROVADO"
696;-0,3543;-0,454;0,2047;48;48;45,5;"REPROVADO"
697;-0,5588;-0,2442;0,2052;53;53;47,6;"REPROVADO"
698;-1,5295;-1,4767;0,2235;25;25;35,2;"REPROVADO"
699;-0,2031;0,0113;0,2078;59;59;50,1;"REPROVADO"
700;0,1165;0,0982;0,2092;61;61;51;"REPROVADO"
701;0,2054;-0,0746;0,2067;57;57;49,3;"REPROVADO"
702;0,2738;0,5087;0,219;70;70;55,1;"REPROVADO"
703;-0,6982;-0,7066;0,206;42;42;42,9;"REPROVADO"
704;-0,2273;-0,2442;0,2052;53;53;47,6;"REPROVADO"
705;-0,7034;-0,878;0,2081;38;38;41,2;"REPROVADO"
706;-0,4433;-0,7066;0,206;42;42;42,9;"REPROVADO"
707;-0,8439;-0,4959;0,2048;47;47;45;"REPROVADO"
708;-0,7788;-1,0093;0,2104;35;35;39,9;"REPROVADO"
709;0,4392;0,6061;0,2222;72;72;56,1;"REPROVADO"
710;-0,1902;-0,3282;0,2049;51;51;46,7;"REPROVADO"
711;-0,1807;0,0982;0,2092;61;61;51;"REPROVADO"
712;1,2061;1,0892;0,243;81;81;60,9;"LIMITE"
713;-0,0409;-0,1597;0,2058;55;55;48,4;"REPROVADO"
714;-0,3747;-0,2862;0,205;52;52;47,1;"REPROVADO"
715;0,5211;0,414;0,2163;68;68;54,1;"REPROVADO"
716;-0,34;-0,1597;0,2058;55;55;48,4;"REPROVADO"
717;0,9574;0,7064;0,2259;74;74;57,1;"REPROVADO"
718;-0,2636;-0,4121;0,2047;49;49;45,9;"REPROVADO"
719;-0,4299;-0,3702;0,2047;50;50;46,3;"REPROVADO"
720;-0,8149;-0,622;0,2053;44;44;43,8;"REPROVADO"
721;0,2291;0,1864;0,2108;63;63;51,9;"REPROVADO"
722;1,0227;1,149;0,2462;82;82;61,5;"LIMITE"
723;-0,2484;-0,1172;0,2062;56;56;48,8;"REPROVADO"
724;0,1822;-0,0318;0,2072;58;58;49,7;"REPROVADO"
725;0,2323;-0,1172;0,2062;56;56;48,8;"REPROVADO"
726;0,9918;0,9182;0,2347;78;78;59,2;"REPROVADO"
727;0,4629;0,557;0,2206;71;71;55,6;"REPROVADO"
728;-0,749;-0,3702;0,2047;50;50;46,3;"REPROVADO"
729;-0,4862;-0,0746;0,2067;57;57;49,3;"REPROVADO"
730;-0,5205;-0,4121;0,2047;49;49;45,9;"REPROVADO"
731;0,0986;0,0113;0,2078;59;59;50,1;"REPROVADO"
732;-0,0029;0,1421;0,21;62;62;51,4;"REPROVADO"
733;0,2565;0,0113;0,2078;59;59;50,1;"REPROVADO"
734;-0,4586;-0,7491;0,2064;41;41;42,5;"REPROVADO"
735;-0,2626;-0,1172;0,2062;56;56;48,8;"REPROVADO"
736;0,5169;0,7579;0,2279;75;75;57,6;"REPROVADO"
737;-0,0696;0,0982;0,2092;61;61;51;"REPROVADO"
738;-0,4565;-0,4121;0,2047;49;49;45,9;"REPROVADO"
739;0,6772;0,3675;0,215;67;67;53,7;"REPROVADO"
740;0,0093;0,0113;0,2078;59;59;50,1;"REPROVADO"
741;-0,6394;-0,1597;0,2058;55;55;48,4;"REPROVADO"
742;1,1923;1,0892;0,243;81;81;60,9;"LIMITE"
743;-0,8148;-0,7919;0,2069;40;40;42,1;"REPROVADO"
744;-1,2423;-1,0537;0,2113;34;34;39,5;"REPROVADO"
745;-1,5716;-1,4271;0,2217;26;26;35,7;"REPROVADO"
746;0,454;0,2761;0,2128;65;65;52,8;"REPROVADO"
747;-0,3718;-0,4121;0,2047;49;49;45,9;"REPROVADO"
748;-0,1923;-0,202;0,2055;54;54;48;"REPROVADO"
749;0,2019;0,414;0,2163;68;68;54,1;"REPROVADO"
750;-0,3255;-0,3282;0,2049;51;51;46,7;"REPROVADO"
751;-1,1217;-1,0537;0,2113;34;34;39,5;"REPROVADO"
752;-1,36;-1,3783;0,2201;27;27;36,2;"REPROVADO"
753;-0,2378;-0,3702;0,2047;50;50;46,3;"REPROVADO"
754;0,1217;0,231;0,2117;64;64;52,3;"REPROVADO"
755;-1,5888;-1,3302;0,2186;28;28;36,7;"REPROVADO"
756;0,2025;-0,1172;0,2062;56;56;48,8;"REPROVADO"
757;0,2944;0,231;0,2117;64;64;52,3;"REPROVADO"
758;0,9029;0,7579;0,2279;75;75;57,6;"REPROVADO"
759;0,1147;0,0546;0,2085;60;60;50,5;"REPROVADO"
760;0,1428;0,3675;0,215;67;67;53,7;"REPROVADO"
761;0,4215;0,414;0,2163;68;68;54,1;"REPROVADO"
762;-0,0135;-0,1172;0,2062;56;56;48,8;"REPROVADO"
763;-0,0557;0,0982;0,2092;61;61;51;"REPROVADO"
764;0,0808;0,2761;0,2128;65;65;52,8;"REPROVADO"
765;0,5189;0,5087;0,219;70;70;55,1;"REPROVADO"
766;-0,3009;-0,1172;0,2062;56;56;48,8;"REPROVADO"
767;-0,3485;-0,6642;0,2056;43;43;43,4;"REPROVADO"
768;-0,6036;-0,454;0,2047;48;48;45,5;"REPROVADO"
769;-0,6681;-0,8348;0,2075;39;39;41,7;"REPROVADO"
770;0,2278;0,1421;0,21;62;62;51,4;"REPROVADO"
771;1,0791;1,2737;0,2533;84;84;62,7;"LIMITE"
772;-0,6759;-0,6642;0,2056;43;43;43,4;"REPROVADO"
773;-0,1316;-0,0318;0,2072;58;58;49,7;"REPROVADO"
774;-0,7185;-0,454;0,2047;48;48;45,5;"REPROVADO"
775;0,6332;0,8637;0,2323;77;77;58,6;"REPROVADO"
776;-0,2215;-0,2442;0,2052;53;53;47,6;"REPROVADO"
777;0,1247;0,1421;0,21;62;62;51,4;"REPROVADO"
778;0,2426;0,231;0,2117;64;64;52,3;"REPROVADO"
779;-0,7355;-0,878;0,2081;38;38;41,2;"REPROVADO"
780;-0,0732;-0,1172;0,2062;56;56;48,8;"REPROVADO"
781;-0,1594;-0,202;0,2055;54;54;48;"REPROVADO"
782;0,4709;0,7579;0,2279;75;75;57,6;"REPROVADO"
783;-0,8603;-0,7919;0,2069;40;40;42,1;"REPROVADO"
784;-0,8371;-0,454;0,2047;48;48;45,5;"REPROVADO"
785;0,534;0,231;0,2117;64;64;52,3;"REPROVADO"
786;-0,4103;-0,2862;0,205;52;52;47,1;"REPROVADO"
787;-0,4607;-0,454;0,2047;48;48;45,5;"REPROVADO"
788;0,0787;-0,1597;0,2058;55;55;48,4;"REPROVADO"
789;-0,2236;-0,0318;0,2072;58;58;49,7;"REPROVADO"
790;1,3016;1,4756;0,266;87;87;64,8;"LIMITE"
791;0,1809;0,0982;0,2092;61;61;51;"REPROVADO"
792;0,1125;0,3675;0,215;67;67;53,7;"REPROVADO"
793;0,6492;0,4611;0,2176;69;69;54,6;"REPROVADO"
794;-0,042;0,0982;0,2092;61;61;51;"REPROVADO"
795;0,0339;0,0982;0,2092;61;61;51;"REPROVADO"
796;-0,7484;-0,9652;0,2096;36;36;40,3;"REPROVADO"
797;-1,5994;-1,3783;0,2201;27;27;36,2;"REPROVADO"
798;-0,8421;-0,7491;0,2064;41;41;42,5;"REPROVADO"
799;0,0794;0,231;0,2117;64;64;52,3;"REPROVADO"
800;-0,7208;-0,7066;0,206;42;42;42,9;"REPROVADO"
801;0,4803;0,1864;0,2108;63;63;51,9;"REPROVADO"
802;0,5056;0,3675;0,215;67;67;53,7;"REPROVADO"
803;0,1515;-0,1172;0,2062;56;56;48,8;"REPROVADO"
804;-0,1408;-0,454;0,2047;48;48;45,5;"REPROVADO"
805;-0,9526;-0,5379;0,2049;46;46;44,6;"REPROVADO"
806;-0,2156;-0,0318;0,2072;58;58;49,7;"REPROVADO"
807;-0,316;-0,2442;0,2052;53;53;47,6;"REPROVADO"
